x,y
267.144744873047,0.024884229525924
267.961029052734,0.02470013871789
268.777404785156,0.024307141080499
269.593780517578,0.02347775362432
270.410217285156,0.02228332310915
271.226684570313,0.022312453016639
272.043212890625,0.0215517077595
272.859802246094,0.020691124722362
273.676391601563,0.020056517794728
274.493011474609,0.019418016076088
275.309692382813,0.01784142293036
276.126373291016,0.01773651689291
276.943084716797,0.01761138997972
277.759857177734,0.016548417508602
278.576629638672,0.016026152297854
279.393432617188,0.015830367803574
280.210266113281,0.015410630963743
281.027099609375,0.012909892946482
281.843963623047,0.013416674919426
282.660827636719,0.014062769711018
283.477752685547,0.013044288381934
284.294647216797,0.012423172593117
285.111541748047,0.011974754743278
285.928466796875,0.011371719650924
286.745422363281,0.010343377478421
287.562316894531,0.010773899964988
288.379272460938,0.010569831356406
289.196228027344,0.009201879613101
290.013153076172,0.008710816502571
290.830078125,0.009058094583452
291.647003173828,0.009004388935864
292.463928222656,0.007685323711485
293.280883789063,0.008031544275582
294.097747802734,0.007723609451205
294.914672851563,0.006784257479012
295.731536865234,0.005982624832541
296.548370361328,0.005611521191895
297.365234375,0.005492067430168
298.182037353516,0.004479655995965
298.998840332031,0.004281947854906
299.815612792969,0.004139991477132
300.632354736328,0.003026938298717
301.449096679688,0.002564755501226
302.265777587891,0.002415029332042
303.082427978516,0.002309306990355
303.899078369141,0.001701915869489
304.715667724609,0.001706307870336
305.532196044922,0.001605330733582
306.348724365234,0.000667205371428
307.165222167969,0.000236532723648
307.981628417969,-0.000199586720555
308.798004150391,0.000182379051694
309.614379882813,-0.001272913184948
310.4306640625,-0.000890340656042
311.246887207031,-0.001624202821404
312.063079833984,-0.002384940627962
312.879241943359,-0.002458923263475
313.6953125,-0.003202630206943
314.511322021484,-0.002825972391292
315.327270507813,-0.003292967099696
316.143188476563,-0.004223658237606
316.959014892578,-0.003116232343018
317.774780273438,-0.004583226051182
318.590484619141,-0.005129694472998
319.406097412109,-0.004118745680898
320.221649169922,-0.004843337461352
321.037170410156,-0.006134875584394
321.8525390625,-0.005610216874629
322.667938232422,-0.004303582478315
323.483123779297,-0.0062185828574
324.29833984375,-0.0062195523642
325.113433837891,-0.006431095302105
325.928405761719,-0.006916448008269
326.743347167969,-0.006939274724573
327.558197021484,-0.00687303300947
328.372894287109,-0.00645501865074
329.187561035156,-0.007510419934988
330.002136230469,-0.00723438616842
330.816558837891,-0.006739041302353
331.630920410156,-0.007596507668495
332.445190429688,-0.008452182635665
333.259338378906,-0.007422737311572
334.073425292969,-0.00688939075917
334.887329101563,-0.00836428347975
335.701202392578,-0.008294601924717
336.514923095703,-0.006589404307306
337.328521728516,-0.008422275073826
338.142059326172,-0.009204459376633
338.955444335938,-0.007686850614846
339.768707275391,-0.008148599416018
340.581848144531,-0.00857097748667
341.394897460938,-0.009794300422072
342.207794189453,-0.007645547389984
343.020629882813,-0.010887020267546
343.833221435547,-0.008825769647956
344.645751953125,-0.009555877186358
345.458190917969,-0.009975927881897
346.270446777344,-0.010203956626356
347.082580566406,-0.01038895174861
347.894561767578,-0.009241155348718
348.706420898438,-0.011357132345438
349.518157958984,-0.009844256564975
350.329711914063,-0.008552652783692
351.141143798828,-0.011653088964522
351.952453613281,-0.010378487408161
352.763580322266,-0.01035301014781
353.574554443359,-0.010521468706429
354.385467529297,-0.011474278755486
355.196105957031,-0.011749999597669
356.006652832031,-0.010638386011124
356.817047119141,-0.012510374188423
357.627197265625,-0.011818373575807
358.437286376953,-0.012356573715806
359.247192382813,-0.013357535935938
360.056884765625,-0.012831181287766
