x,y
199.748687744141,0.343432039022446
200.554321289063,0.330512791872025
201.360168457031,0.316231399774551
202.166244506836,0.304864823818207
202.97248840332,0.294432789087296
203.778961181641,0.284371018409729
204.58561706543,0.274031341075897
205.392486572266,0.264681756496429
206.199523925781,0.25731235742569
207.006774902344,0.248616576194763
207.814208984375,0.240703597664833
208.621841430664,0.233432307839394
209.429656982422,0.22629314661026
210.237640380859,0.218791499733925
211.045837402344,0.211336940526962
211.854187011719,0.204682216048241
212.662734985352,0.196034923195839
213.471450805664,0.188883274793625
214.280364990234,0.181721910834312
215.089416503906,0.174156323075294
215.898666381836,0.165626123547554
216.708084106445,0.158291205763817
217.517654418945,0.151854917407036
218.327423095703,0.143632054328918
219.137313842773,0.136314556002617
219.947402954102,0.129247397184372
220.75764465332,0.122069746255875
221.568008422852,0.115456908941269
222.37858581543,0.109131678938866
223.18928527832,0.103629983961582
224.000137329102,0.097463503479958
224.811141967773,0.092262350022793
225.622314453125,0.087301753461361
226.433624267578,0.082577936351299
227.245056152344,0.078193731606007
228.056671142578,0.074318371713162
228.868392944336,0.070857457816601
229.680282592773,0.068079710006714
230.492294311523,0.065787188708782
231.304458618164,0.063079178333283
232.116729736328,0.060812059789896
232.929138183594,0.058257572352886
233.741683959961,0.056936640292406
234.554382324219,0.055179562419653
235.367172241211,0.053258370608091
236.180099487305,0.051308669149876
236.993148803711,0.050291284918785
237.80632019043,0.048867274075747
238.619583129883,0.047435563057661
239.433013916016,0.046098899096251
240.246536254883,0.044708173722029
241.060165405273,0.043369397521019
241.873901367188,0.04195061698556
242.687759399414,0.041161891072989
243.501724243164,0.039942946285009
244.315780639648,0.039039880037308
245.129959106445,0.037771012634039
245.944244384766,0.036596093326807
246.758605957031,0.035923350602388
247.573059082031,0.035285871475935
248.387634277344,0.034484621137381
249.202285766602,0.033455830067396
250.017044067383,0.032702375203371
250.831893920898,0.032673180103302
251.646820068359,0.032350763678551
252.461837768555,0.03176236525178
253.276931762695,0.031758185476065
254.09211730957,0.0316391736269
254.90739440918,0.031013008207083
255.722732543945,0.030568070709705
256.538177490234,0.030601844191551
257.353668212891,0.030477037653327
258.169189453125,0.029650565236807
258.98486328125,0.028823617845774
259.800567626953,0.029026042670012
260.616363525391,0.027991617098451
261.432189941406,0.027409836649895
262.248107910156,0.027511203661561
263.064056396484,0.027286687865853
263.880096435547,0.026860445737839
264.696166992188,0.026300774887204
265.512329101563,0.026585459709168
266.328521728516,0.025680689141154
